2017-05-29 16:15:51.471651	-42953.077601410936	25.88
2017-05-29 16:46:04.519556	-43009.489711934155	25.12
2017-05-29 17:16:16.594068	-43048.082304526746	23.31
2017-05-29 17:46:29.432449	-43004.32275132275	23.19
2017-05-29 18:16:42.184341	-43030.39212228102	21.56
2017-05-29 18:46:54.413438	-42959.844209288654	21.31
2017-05-29 19:17:07.225029	-42973.697824808936	19.44
2017-05-29 19:47:20.148681	-42978.49088771311	19.75
2017-05-29 20:17:32.680100	-42953.79482657261	19.44
2017-05-29 20:47:44.101032	-42913.14226925338	18.88
2017-05-29 21:17:58.343396	-42831.96942974721	18.44
2017-05-29 21:48:11.430364	-42896.56613756614	18.06
2017-05-29 22:18:23.705297	-42836.27278071723	17.69
2017-05-29 22:48:37.985287	-42808.83009994121	17.38
2017-05-29 23:18:50.565407	-42859.52851263963	17.12
2017-05-29 23:49:03.567206	-42759.28630217519	16.81
2017-05-30 00:19:16.424444	-42833.36155202822	16.56
2017-05-30 00:49:30.217898	-42782.084656084655	16.44
2017-05-30 01:19:43.176197	-42787.10582010582	16.25
2017-05-30 01:49:56.595060	-42798.5138154027	16.12
2017-05-30 02:20:10.259481	-42758.87771898883	15.94
2017-05-30 02:50:21.932466	-42775.781305114644	15.69
2017-05-30 03:20:34.287357	-42780.965314520865	15.56
2017-05-30 03:50:46.407106	-42758.03233392122	15.5
2017-05-30 04:20:59.035277	-42794.269253380364	15.88
2017-05-30 04:51:13.778666	-42760.0734861846	16.44
2017-05-30 05:21:27.485331	-42814.51851851852	11.12
2017-05-30 05:51:39.614586	-42807.14982578398	18.38
2017-05-30 06:21:53.491525	-42824.86478542034	22.31
2017-05-30 06:52:07.014647	-42776.83275261324	26.75
2017-05-30 07:22:20.003840	-42848.69841269841	30.12
2017-05-30 07:52:32.595895	-42926.42563198119	32.69
2017-05-30 08:22:46.637678	-42870.370958259846	33.94
2017-05-30 08:52:58.353423	-42913.707231040564	34.25
2017-05-30 09:23:10.583544	-42984.27748383304	31.69
2017-05-30 09:53:21.849110	-42987.64550264551	28.81
2017-05-30 10:23:35.129878	-43023.32921810699	28.06
2017-05-30 10:53:48.491301	-43036.23221634333	28.0
2017-05-30 11:23:59.964615	-43028.874779541446	28.38
